"","V1","V2","V3","V4","V5","V6"
"4192","type=strongsubj","len=1","word1=insightfully","pos1=anypos","stemmed1=n","priorpolarity=positive"
"4193","type=strongsubj","len=1","word1=insights","pos1=anypos","stemmed1=n","priorpolarity=neutral"
"4194","type=weaksubj","len=1","word1=insignificance","pos1=noun","stemmed1=n","priorpolarity=negative"
"4195","type=weaksubj","len=1","word1=insignificant","pos1=adj","stemmed1=n","priorpolarity=negative"
"4196","type=weaksubj","len=1","word1=insignificantly","pos1=adverb","stemmed1=n","priorpolarity=negative"
"4197","type=strongsubj","len=1","word1=insincere","pos1=adj","stemmed1=n","priorpolarity=negative"
"4198","type=strongsubj","len=1","word1=insincerely","pos1=adverb","stemmed1=n","priorpolarity=negative"
"4199","type=strongsubj","len=1","word1=insincerity","pos1=noun","stemmed1=n","priorpolarity=negative"
"4200","type=strongsubj","len=1","word1=insinuate","pos1=verb","stemmed1=y","priorpolarity=negative"
"4201","type=strongsubj","len=1","word1=insinuating","pos1=adj","stemmed1=n","priorpolarity=negative"
"4202","type=strongsubj","len=1","word1=insinuation","pos1=adj","stemmed1=n","priorpolarity=negative"
"4203","type=strongsubj","len=1","word1=insinuation","pos1=noun","stemmed1=n","priorpolarity=negative"
"4204","type=strongsubj","len=1","word1=insist","pos1=verb","stemmed1=y","priorpolarity=positive"
"4205","type=weaksubj","len=1","word1=insistence","pos1=adj","stemmed1=n","priorpolarity=positive"
"4206","type=weaksubj","len=1","word1=insistence","pos1=noun","stemmed1=n","priorpolarity=positive"
"4207","type=strongsubj","len=1","word1=insistent","pos1=adj","stemmed1=n","priorpolarity=positive"
"4208","type=strongsubj","len=1","word1=insistently","pos1=anypos","stemmed1=n","priorpolarity=positive"
"4209","type=strongsubj","len=1","word1=insociable","pos1=adj","stemmed1=n","priorpolarity=negative"
"4210","type=weaksubj","len=1","word1=isolation","pos1=noun","stemmed1=n","priorpolarity=negative"
"4211","type=strongsubj","len=1","word1=insolence","pos1=anypos","stemmed1=n","priorpolarity=negative"
"4212","type=strongsubj","len=1","word1=insolence","pos1=noun","stemmed1=n","priorpolarity=negative"
"4213","type=strongsubj","len=1","word1=insolent","pos1=adj","stemmed1=n","priorpolarity=negative"
"4214","type=strongsubj","len=1","word1=insolently","pos1=anypos","stemmed1=n","priorpolarity=negative"
"4215","type=weaksubj","len=1","word1=insolvent","pos1=adj","stemmed1=n","priorpolarity=negative"
"4216","type=strongsubj","len=1","word1=insouciance","pos1=noun","stemmed1=n","priorpolarity=negative"
"4217","type=strongsubj","len=1","word1=inspiration","pos1=noun","stemmed1=n","priorpolarity=positive"
"4218","type=strongsubj","len=1","word1=inspirational","pos1=adj","stemmed1=n","priorpolarity=positive"
"4219","type=strongsubj","len=1","word1=inspire","pos1=verb","stemmed1=y","priorpolarity=positive"
"4220","type=strongsubj","len=1","word1=inspiring","pos1=adj","stemmed1=n","priorpolarity=positive"
"4221","type=strongsubj","len=1","word1=inspiring","pos1=anypos","stemmed1=n","priorpolarity=positive"
"4222","type=weaksubj","len=1","word1=instability","pos1=noun","stemmed1=n","priorpolarity=negative"
"4223","type=weaksubj","len=1","word1=instable","pos1=adj","stemmed1=n","priorpolarity=negative"
"4224","type=strongsubj","len=1","word1=instigate","pos1=verb","stemmed1=y","priorpolarity=negative"
"4225","type=strongsubj","len=1","word1=instigator","pos1=noun","stemmed1=n","priorpolarity=negative"
"4226","type=strongsubj","len=1","word1=instigators","pos1=noun","stemmed1=n","priorpolarity=negative"
"4227","type=weaksubj","len=1","word1=instructive","pos1=adj","stemmed1=n","priorpolarity=positive"
"4228","type=weaksubj","len=1","word1=instrumental","pos1=adj","stemmed1=n","priorpolarity=positive"
"4229","type=weaksubj","len=1","word1=insubordinate","pos1=adj","stemmed1=n","priorpolarity=negative"
"4230","type=strongsubj","len=1","word1=insubstantial","pos1=adj","stemmed1=n","priorpolarity=negative"
"4231","type=strongsubj","len=1","word1=insubstantially","pos1=adverb","stemmed1=n","priorpolarity=negative"
"4232","type=strongsubj","len=1","word1=insufferable","pos1=adj","stemmed1=n","priorpolarity=negative"
"4233","type=strongsubj","len=1","word1=insufferably","pos1=adverb","stemmed1=n","priorpolarity=negative"
"4234","type=weaksubj","len=1","word1=insufficiency","pos1=noun","stemmed1=n","priorpolarity=negative"
"4235","type=weaksubj","len=1","word1=insufficient","pos1=adj","stemmed1=n","priorpolarity=negative"
"4236","type=weaksubj","len=1","word1=insufficiently","pos1=adverb","stemmed1=n","priorpolarity=negative"
"4237","type=weaksubj","len=1","word1=insular","pos1=adj","stemmed1=n","priorpolarity=negative"
"4238","type=strongsubj","len=1","word1=insult","pos1=noun","stemmed1=n","priorpolarity=negative"
"4239","type=strongsubj","len=1","word1=insult","pos1=verb","stemmed1=y","priorpolarity=negative"
"4240","type=strongsubj","len=1","word1=insulted","pos1=adj","stemmed1=n","priorpolarity=negative"
"4241","type=strongsubj","len=1","word1=insulting","pos1=adj","stemmed1=n","priorpolarity=negative"
"4242","type=strongsubj","len=1","word1=insulting","pos1=anypos","stemmed1=n","priorpolarity=negative"
"4243","type=strongsubj","len=1","word1=insultingly","pos1=anypos","stemmed1=n","priorpolarity=negative"
"4244","type=strongsubj","len=1","word1=insupportable","pos1=adj","stemmed1=n","priorpolarity=negative"
"4245","type=strongsubj","len=1","word1=insupportably","pos1=adverb","stemmed1=n","priorpolarity=negative"
"4246","type=weaksubj","len=1","word1=insurmountable","pos1=adj","stemmed1=n","priorpolarity=negative"
"4247","type=weaksubj","len=1","word1=insurmountably","pos1=adverb","stemmed1=n","priorpolarity=negative"
"4248","type=weaksubj","len=1","word1=insurrection","pos1=adj","stemmed1=n","priorpolarity=negative"
"4249","type=weaksubj","len=1","word1=insurrection","pos1=noun","stemmed1=n","priorpolarity=negative"
"4250","type=weaksubj","len=1","word1=intact","pos1=adj","stemmed1=n","priorpolarity=positive"
"4251","type=weaksubj","len=1","word1=integral","pos1=adj","stemmed1=n","priorpolarity=positive"
"4252","type=strongsubj","len=1","word1=integrity","pos1=noun","stemmed1=n","priorpolarity=positive"
"4253","type=strongsubj","len=1","word1=intelligent","pos1=adj","stemmed1=n","priorpolarity=positive"
"4254","type=weaksubj","len=1","word1=intelligence","pos1=noun","stemmed1=n","priorpolarity=positive"
"4255","type=strongsubj","len=1","word1=intelligible","pos1=adj","stemmed1=n","priorpolarity=positive"
"4256","type=weaksubj","len=1","word1=intend","pos1=verb","stemmed1=y","priorpolarity=neutral"
"4257","type=weaksubj","len=1","word1=intense","pos1=adj","stemmed1=n","priorpolarity=neutral"
"4258","type=weaksubj","len=1","word1=intense","pos1=noun","stemmed1=n","priorpolarity=neutral"
"4259","type=weaksubj","len=1","word1=intensive","pos1=adj","stemmed1=n","priorpolarity=neutral"
"4260","type=weaksubj","len=1","word1=intensively","pos1=adverb","stemmed1=n","priorpolarity=neutral"
"4261","type=weaksubj","len=1","word1=intent","pos1=adj","stemmed1=n","priorpolarity=neutral"
"4262","type=weaksubj","len=1","word1=intent","pos1=noun","stemmed1=n","priorpolarity=neutral"
"4263","type=weaksubj","len=1","word1=intention","pos1=adj","stemmed1=n","priorpolarity=neutral"
"4264","type=weaksubj","len=1","word1=intention","pos1=noun","stemmed1=n","priorpolarity=neutral"
"4265","type=weaksubj","len=1","word1=intentions","pos1=adj","stemmed1=n","priorpolarity=neutral"
"4266","type=weaksubj","len=1","word1=intentions","pos1=noun","stemmed1=n","priorpolarity=neutral"
"4267","type=weaksubj","len=1","word1=intents","pos1=adj","stemmed1=n","priorpolarity=neutral"
"4268","type=weaksubj","len=1","word1=intents","pos1=noun","stemmed1=n","priorpolarity=neutral"
"4269","type=weaksubj","len=1","word1=intercede","pos1=verb","stemmed1=y","priorpolarity=positive"
"4270","type=weaksubj","len=1","word1=interest","pos1=adj","stemmed1=n","priorpolarity=positive"
"4271","type=weaksubj","len=1","word1=interest","pos1=noun","stemmed1=n","priorpolarity=positive"
"4272","type=weaksubj","len=1","word1=interest","pos1=verb","stemmed1=y","priorpolarity=positive"
"4273","type=weaksubj","len=1","word1=interested","pos1=adj","stemmed1=n","priorpolarity=positive"
"4274","type=strongsubj","len=1","word1=interesting","pos1=anypos","stemmed1=n","priorpolarity=positive"
"4275","type=weaksubj","len=1","word1=interests","pos1=adj","stemmed1=n","priorpolarity=positive"
"4276","type=weaksubj","len=1","word1=interests","pos1=noun","stemmed1=n","priorpolarity=positive"
"4277","type=weaksubj","len=1","word1=interfere","pos1=verb","stemmed1=y","priorpolarity=negative"
"4278","type=weaksubj","len=1","word1=interference","pos1=adj","stemmed1=n","priorpolarity=negative"
"4279","type=weaksubj","len=1","word1=interference","pos1=noun","stemmed1=n","priorpolarity=negative"
"4280","type=weaksubj","len=1","word1=intermittent","pos1=adj","stemmed1=n","priorpolarity=negative"
"4281","type=weaksubj","len=1","word1=interrupt","pos1=verb","stemmed1=y","priorpolarity=negative"
"4282","type=weaksubj","len=1","word1=interruption","pos1=noun","stemmed1=n","priorpolarity=negative"
"4283","type=strongsubj","len=1","word1=intimacy","pos1=adj","stemmed1=n","priorpolarity=positive"
"4284","type=strongsubj","len=1","word1=intimacy","pos1=noun","stemmed1=n","priorpolarity=positive"
"4285","type=weaksubj","len=1","word1=intimate","pos1=adj","stemmed1=n","priorpolarity=positive"
"4286","type=strongsubj","len=1","word1=intimate","pos1=verb","stemmed1=y","priorpolarity=neutral"
"4287","type=weaksubj","len=1","word1=intimidate","pos1=verb","stemmed1=y","priorpolarity=negative"
"4288","type=strongsubj","len=1","word1=intimidating","pos1=anypos","stemmed1=n","priorpolarity=negative"
"4289","type=strongsubj","len=1","word1=intimidatingly","pos1=anypos","stemmed1=n","priorpolarity=negative"
"4290","type=weaksubj","len=1","word1=intimidation","pos1=adj","stemmed1=n","priorpolarity=negative"
"4291","type=weaksubj","len=1","word1=intimidation","pos1=noun","stemmed1=n","priorpolarity=negative"
"4292","type=strongsubj","len=1","word1=intolerable","pos1=adj","stemmed1=n","priorpolarity=negative"
"4293","type=strongsubj","len=1","word1=intolerablely","pos1=anypos","stemmed1=n","priorpolarity=negative"
"4294","type=strongsubj","len=1","word1=intolerance","pos1=adj","stemmed1=n","priorpolarity=negative"
"4295","type=strongsubj","len=1","word1=intolerance","pos1=noun","stemmed1=n","priorpolarity=negative"
"4296","type=strongsubj","len=1","word1=intolerant","pos1=anypos","stemmed1=n","priorpolarity=negative"
"4297","type=weaksubj","len=1","word1=intoxicate","pos1=verb","stemmed1=y","priorpolarity=negative"
"4298","type=weaksubj","len=1","word1=intractable","pos1=adj","stemmed1=n","priorpolarity=negative"
"4299","type=strongsubj","len=1","word1=intransigence","pos1=adj","stemmed1=n","priorpolarity=negative"
"4300","type=strongsubj","len=1","word1=intransigence","pos1=noun","stemmed1=n","priorpolarity=negative"
"4301","type=strongsubj","len=1","word1=intransigent","pos1=anypos","stemmed1=n","priorpolarity=negative"
"4302","type=weaksubj","len=1","word1=intricate","pos1=adj","stemmed1=n","priorpolarity=positive"
"4303","type=strongsubj","len=1","word1=intrigue","pos1=adj","stemmed1=n","priorpolarity=positive"
"4304","type=strongsubj","len=1","word1=intrigue","pos1=noun","stemmed1=n","priorpolarity=positive"
"4305","type=weaksubj","len=1","word1=intrigue","pos1=verb","stemmed1=y","priorpolarity=neutral"
"4306","type=strongsubj","len=1","word1=intriguing","pos1=adj","stemmed1=n","priorpolarity=positive"
"4307","type=strongsubj","len=1","word1=intriguing","pos1=anypos","stemmed1=n","priorpolarity=positive"
"4308","type=strongsubj","len=1","word1=intriguingly","pos1=anypos","stemmed1=n","priorpolarity=positive"
"4309","type=strongsubj","len=1","word1=intrude","pos1=verb","stemmed1=y","priorpolarity=negative"
"4310","type=weaksubj","len=1","word1=intrusion","pos1=noun","stemmed1=n","priorpolarity=negative"
"4311","type=strongsubj","len=1","word1=intrusive","pos1=adj","stemmed1=n","priorpolarity=negative"
"4312","type=strongsubj","len=1","word1=intuitive","pos1=adj","stemmed1=n","priorpolarity=positive"
"4313","type=strongsubj","len=1","word1=inundate","pos1=verb","stemmed1=y","priorpolarity=negative"
"4314","type=strongsubj","len=1","word1=inundated","pos1=anypos","stemmed1=n","priorpolarity=negative"
"4315","type=weaksubj","len=1","word1=invader","pos1=adj","stemmed1=n","priorpolarity=negative"
"4316","type=weaksubj","len=1","word1=invader","pos1=noun","stemmed1=n","priorpolarity=negative"
"4317","type=strongsubj","len=1","word1=invalid","pos1=adj","stemmed1=n","priorpolarity=negative"
"4318","type=strongsubj","len=1","word1=invalidate","pos1=verb","stemmed1=y","priorpolarity=negative"
"4319","type=strongsubj","len=1","word1=invalidity","pos1=noun","stemmed1=n","priorpolarity=negative"
"4320","type=strongsubj","len=1","word1=invaluable","pos1=adj","stemmed1=n","priorpolarity=positive"
"4321","type=strongsubj","len=1","word1=invaluablely","pos1=anypos","stemmed1=n","priorpolarity=positive"
"4322","type=weaksubj","len=1","word1=invasive","pos1=adj","stemmed1=n","priorpolarity=negative"
"4323","type=strongsubj","len=1","word1=invective","pos1=anypos","stemmed1=n","priorpolarity=negative"
"4324","type=strongsubj","len=1","word1=inveigle","pos1=verb","stemmed1=y","priorpolarity=negative"
"4325","type=weaksubj","len=1","word1=inventive","pos1=adj","stemmed1=n","priorpolarity=positive"
"4326","type=strongsubj","len=1","word1=invidious","pos1=adj","stemmed1=n","priorpolarity=negative"
"4327","type=strongsubj","len=1","word1=invidiously","pos1=anypos","stemmed1=n","priorpolarity=negative"
"4328","type=strongsubj","len=1","word1=invidiousness","pos1=noun","stemmed1=n","priorpolarity=negative"
"4329","type=weaksubj","len=1","word1=invigorate","pos1=verb","stemmed1=y","priorpolarity=positive"
"4330","type=strongsubj","len=1","word1=invigorating","pos1=anypos","stemmed1=n","priorpolarity=positive"
"4331","type=strongsubj","len=1","word1=invincibility","pos1=anypos","stemmed1=n","priorpolarity=positive"
"4332","type=strongsubj","len=1","word1=invincible","pos1=adj","stemmed1=n","priorpolarity=positive"
"4333","type=strongsubj","len=1","word1=inviolable","pos1=adj","stemmed1=n","priorpolarity=positive"
"4334","type=strongsubj","len=1","word1=inviolate","pos1=adj","stemmed1=n","priorpolarity=positive"
"4335","type=weaksubj","len=1","word1=invisible","pos1=adj","stemmed1=n","priorpolarity=neutral"
"4336","type=strongsubj","len=1","word1=invulnerable","pos1=adj","stemmed1=n","priorpolarity=positive"
"4337","type=weaksubj","len=1","word1=involuntarily","pos1=adverb","stemmed1=n","priorpolarity=negative"
"4338","type=weaksubj","len=1","word1=involuntary","pos1=adj","stemmed1=n","priorpolarity=negative"
"4339","type=strongsubj","len=1","word1=irate","pos1=adj","stemmed1=n","priorpolarity=negative"
"4340","type=strongsubj","len=1","word1=irately","pos1=anypos","stemmed1=n","priorpolarity=negative"
"4341","type=strongsubj","len=1","word1=ire","pos1=noun","stemmed1=n","priorpolarity=negative"
"4342","type=strongsubj","len=1","word1=irk","pos1=verb","stemmed1=y","priorpolarity=negative"
"4343","type=strongsubj","len=1","word1=irksome","pos1=anypos","stemmed1=n","priorpolarity=negative"
"4344","type=strongsubj","len=1","word1=ironic","pos1=adj","stemmed1=n","priorpolarity=negative"
"4345","type=strongsubj","len=1","word1=ironies","pos1=adj","stemmed1=n","priorpolarity=negative"
"4346","type=strongsubj","len=1","word1=ironies","pos1=noun","stemmed1=n","priorpolarity=negative"
"4347","type=strongsubj","len=1","word1=irony","pos1=anypos","stemmed1=n","priorpolarity=negative"
"4348","type=strongsubj","len=1","word1=irrational","pos1=adj","stemmed1=n","priorpolarity=negative"
"4349","type=strongsubj","len=1","word1=irrationality","pos1=noun","stemmed1=n","priorpolarity=negative"
"4350","type=strongsubj","len=1","word1=irrationally","pos1=anypos","stemmed1=n","priorpolarity=negative"
"4351","type=strongsubj","len=1","word1=irreconcilable","pos1=adj","stemmed1=n","priorpolarity=negative"
"4352","type=strongsubj","len=1","word1=irredeemable","pos1=adj","stemmed1=n","priorpolarity=negative"
"4353","type=strongsubj","len=1","word1=irredeemably","pos1=adverb","stemmed1=n","priorpolarity=negative"
"4354","type=strongsubj","len=1","word1=irreformable","pos1=adj","stemmed1=n","priorpolarity=negative"
"4355","type=strongsubj","len=1","word1=irrefutable","pos1=adj","stemmed1=n","priorpolarity=positive"
"4356","type=strongsubj","len=1","word1=irrefutably","pos1=anypos","stemmed1=n","priorpolarity=positive"
"4357","type=strongsubj","len=1","word1=irregardless","pos1=anypos","stemmed1=n","priorpolarity=neutral"
"4358","type=weaksubj","len=1","word1=irregular","pos1=adj","stemmed1=n","priorpolarity=negative"
"4359","type=weaksubj","len=1","word1=irregularity","pos1=noun","stemmed1=n","priorpolarity=negative"
"4360","type=strongsubj","len=1","word1=irrelevance","pos1=noun","stemmed1=n","priorpolarity=negative"
"4361","type=strongsubj","len=1","word1=irrelevant","pos1=adj","stemmed1=n","priorpolarity=negative"
"4362","type=strongsubj","len=1","word1=irreparable","pos1=adj","stemmed1=n","priorpolarity=negative"
"4363","type=strongsubj","len=1","word1=irreplacible","pos1=adj","stemmed1=n","priorpolarity=negative"
"4364","type=strongsubj","len=1","word1=irrepressible","pos1=adj","stemmed1=n","priorpolarity=negative"
"4365","type=strongsubj","len=1","word1=irreproachable","pos1=adj","stemmed1=n","priorpolarity=positive"
"4366","type=strongsubj","len=1","word1=irresistible","pos1=adj","stemmed1=n","priorpolarity=positive"
"4367","type=strongsubj","len=1","word1=irresistibly","pos1=anypos","stemmed1=n","priorpolarity=positive"
"4368","type=strongsubj","len=1","word1=irresolute","pos1=adj","stemmed1=n","priorpolarity=negative"
"4369","type=weaksubj","len=1","word1=irresolvable","pos1=adj","stemmed1=n","priorpolarity=negative"
"4370","type=strongsubj","len=1","word1=irresponsible","pos1=adj","stemmed1=n","priorpolarity=negative"
"4371","type=strongsubj","len=1","word1=irresponsibly","pos1=adverb","stemmed1=n","priorpolarity=negative"
"4372","type=weaksubj","len=1","word1=irretrievable","pos1=adj","stemmed1=n","priorpolarity=negative"
"4373","type=strongsubj","len=1","word1=irreverence","pos1=noun","stemmed1=n","priorpolarity=negative"
"4374","type=strongsubj","len=1","word1=irreverent","pos1=adj","stemmed1=n","priorpolarity=negative"
"4375","type=strongsubj","len=1","word1=irreverently","pos1=adverb","stemmed1=n","priorpolarity=negative"
"4376","type=strongsubj","len=1","word1=irreversible","pos1=adj","stemmed1=n","priorpolarity=negative"
"4377","type=strongsubj","len=1","word1=irreversible","pos1=noun","stemmed1=n","priorpolarity=negative"
"4378","type=strongsubj","len=1","word1=irritable","pos1=adj","stemmed1=n","priorpolarity=negative"
"4379","type=strongsubj","len=1","word1=irritably","pos1=adverb","stemmed1=n","priorpolarity=negative"
"4380","type=weaksubj","len=1","word1=irritant","pos1=noun","stemmed1=n","priorpolarity=negative"
"4381","type=strongsubj","len=1","word1=irritate","pos1=verb","stemmed1=y","priorpolarity=negative"
"4382","type=strongsubj","len=1","word1=irritated","pos1=adj","stemmed1=n","priorpolarity=negative"
"4383","type=strongsubj","len=1","word1=irritating","pos1=anypos","stemmed1=n","priorpolarity=negative"
"4384","type=strongsubj","len=1","word1=irritation","pos1=adj","stemmed1=n","priorpolarity=negative"
"4385","type=strongsubj","len=1","word1=irritation","pos1=noun","stemmed1=n","priorpolarity=negative"
"4386","type=weaksubj","len=1","word1=isolate","pos1=verb","stemmed1=y","priorpolarity=negative"
"4387","type=weaksubj","len=1","word1=isolated","pos1=adj","stemmed1=n","priorpolarity=negative"
"4388","type=weaksubj","len=1","word1=isolation","pos1=noun","stemmed1=n","priorpolarity=negative"
"4389","type=strongsubj","len=1","word1=itch","pos1=verb","stemmed1=y","priorpolarity=negative"
"4390","type=strongsubj","len=1","word1=jabber","pos1=verb","stemmed1=y","priorpolarity=negative"
"4391","type=strongsubj","len=1","word1=jaded","pos1=adj","stemmed1=n","priorpolarity=negative"
"4392","type=weaksubj","len=1","word1=jam","pos1=noun","stemmed1=n","priorpolarity=negative"
"4393","type=weaksubj","len=1","word1=jar","pos1=verb","stemmed1=y","priorpolarity=negative"
"4394","type=strongsubj","len=1","word1=jaundiced","pos1=adj","stemmed1=n","priorpolarity=negative"
"4395","type=strongsubj","len=1","word1=jauntily","pos1=adverb","stemmed1=n","priorpolarity=positive"
"4396","type=strongsubj","len=1","word1=jaunty","pos1=adj","stemmed1=n","priorpolarity=positive"
"4397","type=strongsubj","len=1","word1=jealous","pos1=adj","stemmed1=n","priorpolarity=negative"
"4398","type=strongsubj","len=1","word1=jealously","pos1=anypos","stemmed1=n","priorpolarity=negative"
"4399","type=strongsubj","len=1","word1=jealousness","pos1=noun","stemmed1=n","priorpolarity=negative"
"4400","type=strongsubj","len=1","word1=jealousy","pos1=noun","stemmed1=n","priorpolarity=negative"
"4401","type=strongsubj","len=1","word1=jeer","pos1=noun","stemmed1=n","priorpolarity=negative"
"4402","type=strongsubj","len=1","word1=jeer","pos1=verb","stemmed1=y","priorpolarity=negative"
"4403","type=strongsubj","len=1","word1=jeering","pos1=anypos","stemmed1=y","priorpolarity=negative"
"4404","type=strongsubj","len=1","word1=jeeringly","pos1=anypos","stemmed1=y","priorpolarity=negative"
"4405","type=strongsubj","len=1","word1=jeers","pos1=noun","stemmed1=n","priorpolarity=negative"
"4406","type=strongsubj","len=1","word1=jeopardize","pos1=verb","stemmed1=y","priorpolarity=negative"
"4407","type=strongsubj","len=1","word1=jeopardy","pos1=noun","stemmed1=n","priorpolarity=negative"
"4408","type=strongsubj","len=1","word1=jerk","pos1=anypos","stemmed1=y","priorpolarity=negative"
"4409","type=strongsubj","len=1","word1=jest","pos1=verb","stemmed1=y","priorpolarity=positive"
"4410","type=strongsubj","len=1","word1=jittery","pos1=adj","stemmed1=n","priorpolarity=negative"
"4411","type=weaksubj","len=1","word1=jobless","pos1=adj","stemmed1=n","priorpolarity=negative"
"4412","type=strongsubj","len=1","word1=joke","pos1=noun","stemmed1=n","priorpolarity=positive"
"4413","type=strongsubj","len=1","word1=joke","pos1=verb","stemmed1=y","priorpolarity=positive"
"4414","type=strongsubj","len=1","word1=joker","pos1=noun","stemmed1=n","priorpolarity=negative"
"4415","type=weaksubj","len=1","word1=jollify","pos1=verb","stemmed1=y","priorpolarity=positive"
"4416","type=strongsubj","len=1","word1=jolly","pos1=anypos","stemmed1=y","priorpolarity=positive"
"4417","type=weaksubj","len=1","word1=jolt","pos1=verb","stemmed1=y","priorpolarity=negative"
"4418","type=strongsubj","len=1","word1=jovial","pos1=adj","stemmed1=n","priorpolarity=positive"
"4419","type=strongsubj","len=1","word1=joy","pos1=noun","stemmed1=n","priorpolarity=positive"
"4420","type=strongsubj","len=1","word1=joyful","pos1=adj","stemmed1=n","priorpolarity=positive"
"4421","type=strongsubj","len=1","word1=joyfully","pos1=anypos","stemmed1=n","priorpolarity=positive"
"4422","type=strongsubj","len=1","word1=joyless","pos1=adj","stemmed1=n","priorpolarity=positive"
"4423","type=strongsubj","len=1","word1=joyous","pos1=anypos","stemmed1=n","priorpolarity=positive"
"4424","type=strongsubj","len=1","word1=joyously","pos1=anypos","stemmed1=n","priorpolarity=positive"
"4425","type=strongsubj","len=1","word1=jubilant","pos1=adj","stemmed1=n","priorpolarity=positive"
"4426","type=strongsubj","len=1","word1=jubilantly","pos1=anypos","stemmed1=n","priorpolarity=positive"
"4427","type=strongsubj","len=1","word1=jubilate","pos1=verb","stemmed1=y","priorpolarity=positive"
"4428","type=strongsubj","len=1","word1=jubilation","pos1=anypos","stemmed1=n","priorpolarity=positive"
"4429","type=strongsubj","len=1","word1=jubilation","pos1=noun","stemmed1=n","priorpolarity=positive"
"4430","type=weaksubj","len=1","word1=judgement","pos1=adj","stemmed1=n","priorpolarity=neutral"
"4431","type=weaksubj","len=1","word1=judgement","pos1=noun","stemmed1=n","priorpolarity=neutral"
"4432","type=weaksubj","len=1","word1=judgements","pos1=adj","stemmed1=n","priorpolarity=neutral"
"4433","type=weaksubj","len=1","word1=judgements","pos1=noun","stemmed1=n","priorpolarity=neutral"
"4434","type=strongsubj","len=1","word1=judicious","pos1=adj","stemmed1=n","priorpolarity=positive"
"4435","type=weaksubj","len=1","word1=judgment","pos1=adj","stemmed1=n","priorpolarity=neutral"
"4436","type=weaksubj","len=1","word1=judgment","pos1=noun","stemmed1=n","priorpolarity=neutral"
"4437","type=weaksubj","len=1","word1=judgments","pos1=adj","stemmed1=n","priorpolarity=neutral"
"4438","type=weaksubj","len=1","word1=judgments","pos1=noun","stemmed1=n","priorpolarity=neutral"
"4439","type=weaksubj","len=1","word1=jumpy","pos1=adj","stemmed1=n","priorpolarity=negative"
"4440","type=weaksubj","len=1","word1=junk","pos1=noun","stemmed1=n","priorpolarity=negative"
"4441","type=weaksubj","len=1","word1=junky","pos1=adj","stemmed1=n","priorpolarity=negative"
"4442","type=strongsubj","len=1","word1=just","pos1=adj","stemmed1=n","priorpolarity=positive"
"4443","type=weaksubj","len=1","word1=just","pos1=anypos","stemmed1=n","priorpolarity=positive"
"4444","type=weaksubj","len=1","word1=just","pos1=noun","stemmed1=n","priorpolarity=positive"
"4445","type=weaksubj","len=1","word1=justice","pos1=adj","stemmed1=n","priorpolarity=positive"
"4446","type=weaksubj","len=1","word1=justice","pos1=noun","stemmed1=n","priorpolarity=positive"
"4447","type=strongsubj","len=1","word1=justifiable","pos1=adj","stemmed1=n","priorpolarity=positive"
"4448","type=strongsubj","len=1","word1=justifiably","pos1=anypos","stemmed1=y","priorpolarity=positive"
"4449","type=strongsubj","len=1","word1=justification","pos1=noun","stemmed1=n","priorpolarity=positive"
"4450","type=strongsubj","len=1","word1=justify","pos1=verb","stemmed1=y","priorpolarity=positive"
"4451","type=strongsubj","len=1","word1=justly","pos1=anypos","stemmed1=n","priorpolarity=positive"
"4452","type=weaksubj","len=1","word1=juvenile","pos1=adj","stemmed1=n","priorpolarity=negative"
"4453","type=strongsubj","len=1","word1=kaput","pos1=adj","stemmed1=n","priorpolarity=negative"
"4454","type=strongsubj","len=1","word1=keen","pos1=adj","stemmed1=n","priorpolarity=positive"
"4455","type=strongsubj","len=1","word1=keen","pos1=noun","stemmed1=n","priorpolarity=negative"
"4456","type=strongsubj","len=1","word1=keen","pos1=verb","stemmed1=y","priorpolarity=negative"
"4457","type=strongsubj","len=1","word1=keenly","pos1=anypos","stemmed1=n","priorpolarity=positive"
"4458","type=strongsubj","len=1","word1=keenness","pos1=adj","stemmed1=n","priorpolarity=positive"
"4459","type=strongsubj","len=1","word1=keenness","pos1=noun","stemmed1=n","priorpolarity=positive"
"4460","type=strongsubj","len=1","word1=kemp","pos1=adj","stemmed1=n","priorpolarity=positive"
"4461","type=weaksubj","len=1","word1=key","pos1=adj","stemmed1=n","priorpolarity=neutral"
"4462","type=strongsubj","len=1","word1=kick","pos1=adj","stemmed1=n","priorpolarity=negative"
"4463","type=strongsubj","len=1","word1=kick","pos1=noun","stemmed1=n","priorpolarity=negative"
"4464","type=strongsubj","len=1","word1=kid","pos1=verb","stemmed1=y","priorpolarity=positive"
"4465","type=weaksubj","len=1","word1=kill","pos1=verb","stemmed1=y","priorpolarity=negative"
"4466","type=weaksubj","len=1","word1=killer","pos1=noun","stemmed1=n","priorpolarity=negative"
"4467","type=weaksubj","len=1","word1=killer","pos1=noun","stemmed1=n","priorpolarity=negative"
"4468","type=strongsubj","len=1","word1=killjoy","pos1=noun","stemmed1=n","priorpolarity=negative"
"4469","type=strongsubj","len=1","word1=kind","pos1=adj","stemmed1=n","priorpolarity=positive"
"4470","type=strongsubj","len=1","word1=kindly","pos1=anypos","stemmed1=n","priorpolarity=positive"
"4471","type=strongsubj","len=1","word1=kindliness","pos1=noun","stemmed1=n","priorpolarity=positive"
"4472","type=strongsubj","len=1","word1=kindness","pos1=noun","stemmed1=n","priorpolarity=positive"
